Entry,Labcode,site_name_kor,site_name_eng,Lat,Long,Context,Material,Material_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,seed_association,coast_manual
3,UCL-235,고남리 패총,Gonamri,36.42001,126.409866,strat,shell,,,,4150,250,,
4,UCL-233,고남리 패총,Gonamri,36.42001,126.409866,strat,shell,,,,3200,200,,
5,UCL-237,고남리 패총,Gonamri,36.42001,126.409866,strat,shell,,,,3150,200,,
6,KCP-156,고남리 패총,Gonamri,36.42001,126.409866,strat,shell,,,,3130,60,,
8,SNU00-143,오이도 중간살막 패총,Junggan-salmak-Oido,37.34549,126.694897,outdoor hearth,charcoal,,-21,,4790,80,,
12,SNU00-137,는들,Nendul,37.48574,126.49186,house,charcoal,,-20,,4270,60,,
13,SNU00-138,는들,Nendul,37.48574,126.49186,house,charcoal,,-22,,4790,80,,
14,SNU00-139,는들,Nendul,37.48574,126.49186,house,charcoal,,-29,,4480,30,,
25,SNU00-390,세죽리,Sejukri,35.45971,129.357806,pit,charcoal (annual),acorn,-27.5,,5930,110,,
31,SNU00-403,세죽리,Sejukri,35.45971,129.357806,pit,charcoal,,-23.2,,6740,30,,
32,SNU00-403-1,세죽리,Sejukri,35.45971,129.357806,pit,charcoal,,-23.2,,6440,90,,
34,SNU00-48,상촌리,Sangchonri-Daepyeong,35.21863,127.969302,pit,charcoal,,-19.8,,4290,30,,
36,SNU01-303,상촌리,Sangchonri-Daepyeong,35.21863,127.969302,pit,charcoal (annual),acorn,-19.34,,4150,60,,
37,SNU01-376,상촌리,Sangchonri-Daepyeong,35.21863,127.969302,house,charcoal (annual),walnut,-35.7,,4030,40,,
38,SNU01-377,상촌리,Sangchonri-Daepyeong,35.21863,127.969302,ditch,charcoal (annual),acorn,-26.1,,4150,30,,
44,SNU00-244,노래섬 패총,Noraeseom,35.941432,126.544383,strat,shell,,,,4380,40,,
45,SNU00-245,노래섬 패총,Noraeseom,35.941432,126.544383,strat,shell,,,,3930,40,,
46,KCP-128,노래섬 패총,Noraeseom,35.941432,126.544383,strat,shell,,,,5180,70,,
47,KCP-238,노래섬 패총,Noraeseom,35.941432,126.544383,strat,shell,,,,5046,63,,
48,KCP-240,노래섬 패총,Noraeseom,35.941432,126.544383,strat,shell,,,,4976,60,,
49,KCP-237,노래섬 패총,Noraeseom,35.941432,126.544383,strat,shell,,,,4541,60,,
50,KCP-239,노래섬 패총,Noraeseom,35.941432,126.544383,strat,shell,,,,4090,58,,
51,NUTA2-1993,노래섬 패총,Noraeseom,35.941432,126.544383,strat,shell,,,,4245,25,,
52,NUTA2-1994,노래섬 패총,Noraeseom,35.941432,126.544383,strat,shell,,,,3895,25,,
53,SNU01-027,진그늘,Jingueneul,35.886225,127.472179,acorn accumulation,charcoal (annual),acorn,,,4500,300,,
54,SNU01-131,갈머리,Galmeori,35.878166,127.470977,stone accumulation,charcoal,,-22.8,,3760,80,,
55,SNU01-132,갈머리,Galmeori,35.878166,127.470977,house,charcoal,,-22.73,,4510,40,,
56,SNU01-133,갈머리,Galmeori,35.878166,127.470977,house,charcoal,,-24.02,,4560,40,,
57,SNU01-134,갈머리,Galmeori,35.878166,127.470977,pit,charcoal,,-28.5,,4470,40,,
58,SNU01-135,갈머리,Galmeori,35.878166,127.470977,stone accumulation,charcoal,,-20.2,,4050,40,,
59,SNU01-136,갈머리,Galmeori,35.878166,127.470977,pit,charcoal,,-18,,4510,80,,
60,SNU01-137,갈머리,Galmeori,35.878166,127.470977,house,charcoal,,-18.72,,4650,30,,
61,SNU01-138,갈머리,Galmeori,35.878166,127.470977,house,charcoal (annual),acorn,-18.54,,4700,80,,
62,SNU01-139,갈머리,Galmeori,35.878166,127.470977,pit,charcoal,,-21.5,,4200,100,,
63,SNU01-140,갈머리,Galmeori,35.878166,127.470977,pit,charcoal,,-28.9,,4460,90,,
64,SNU01-141,갈머리,Galmeori,35.878166,127.470977,house,charcoal,,-24.8,,4540,80,,
87,SNU01-144,동삼동 정화지역,Dongsamdong,35.07093,129.079771,house,charcoal,,-26.6,,4360,60,FM BM G,
93,SNU01-150,동삼동 정화지역,Dongsamdong,35.07093,129.079771,strat,charcoal,,-22.6,,3910,40,,
106,SNU01-163,동삼동 정화지역,Dongsamdong,35.07093,129.079771,strat,charcoal,,-24.5,,5910,50,,
116,SNU01-182,진그늘,jingueneul,35.886225,127.472179,stone accumulation,charcoal,,,,4040,100,,
117,SNU01-183,진그늘,jingueneul,35.886225,127.472179,ditch,charcoal,,,,4500,120,,
119,SNU02-455,남북동,Nambukdong,37.46085,126.410825,hearth,charcoal,,,,3500,40,,
120,SNU02-456,남북동,Nambukdong,37.46085,126.410825,hearth,charcoal,,,,3840,40,,
121,SNU02-457,남북동,Nambukdong,37.46085,126.410825,hearth,charcoal,,,,4440,50,,
122,SNU02-458,남북동,Nambukdong,37.46085,126.410825,hearth,charcoal,,,,4450,50,,
123,SNU02-459,남북동,Nambukdong,37.46085,126.410825,hearth,charcoal,,,,4650,40,,
124,SNU02-460,남북동,Nambukdong,37.46085,126.410825,hearth,charcoal,,,,4700,60,,
125,SNU02-461,남북동,Nambukdong,37.46085,126.410825,hearth,charcoal,,,,4620,60,,
127,SNU02-462,용유도 을왕동,Yongyudo Eulwangdong,37.46216,126.393779,hearth,charcoal,,-28,,3810,40,,
128,SNU02-463,용유도 을왕동,Yongyudo Eulwangdong,37.46216,126.393779,strat,shell,oyster,0.3,,4010,60,,
129,SNU02-464,용유도 을왕동,Yongyudo Eulwangdong,37.46216,126.393779,strat,shell,oyster,-0.2,,4080,60,,
131,SNU02-477,동호동,Donghodong,35.96059,128.558791,outdoor hearth,charcoal,,-26.5,,4700,40,,
132,SNU01-395,동호동,Donghodong,35.96059,128.558791,pit,charcoal,,-24.8,,3760,40,,
135,SNU02-395,관평동,Gwanpyeongdong,36.419974,127.381367,house,charcoal,,,,4250,50,,
136,SNU02-396,관평동,Gwanpyeongdong,36.419974,127.381367,house,charcoal,,,,4410,80,,
137,SNU02-397,관평동,Gwanpyeongdong,36.419974,127.381367,house,charcoal,,,,4370,60,,
139,SNU02-713,장흥 신풍,Jangheung Shinpung,34.800592,126.843544,stonecist burial,charcoal,,-35,,4680,70,,
144,SNU03-296,밀양 살내,Salnae,35.49571,128.784416,pit,charcoal,,-27.5,,4960,40,,
146,SNU03-633,오이도 유적 (추가단지내),Oido,37.347473,126.694168,outdoor hearth,charcoal,,,,4880,60,,
147,SNU03-634,오이도 유적 (추가단지내),Oido,37.347473,126.694168,outdoor hearth,charcoal,,,,5140,80,,
148,SNU03-635,오이도 유적 (추가단지내),Oido,37.347473,126.694168,outdoor hearth,charcoal,,,,4690,60,,
149,SNU03-636,오이도 유적 (추가단지내),Oido,37.347473,126.694168,outdoor hearth,charcoal,,,,4700,60,,
150,SNU03-637,오이도 유적 (추가단지내),Oido,37.347473,126.694168,outdoor hearth,charcoal,,,,4710,50,,
151,SNU03-899,내흥동,Naeheungdong,36.001764,126.760241,pit,charcoal,,-33.3,,3880,60,,
166,SNU05-A017,까치산 패총,Kkachisan,37.66406,125.708612,strat,shell,oyster,0.78,,5020,40,,
167,SNU05-A018,까치산 패총,Kkachisan,37.66406,125.708612,strat,shell,oyster,0.97,,5250,70,,
168,SNU05-A019,까치산 패총,Kkachisan,37.66406,125.708612,strat,shell,oyster,1.77,,5370,70,,
169,SNU05-A020,까치산 패총,Kkachisan,37.66406,125.708612,strat,shell,oyster,-4.23,,5060,110,,
170,SNU05-A021,까치산 패총,Kkachisan,37.66406,125.708612,strat,shell,oyster,-10.96,,5090,50,,
171,SNU03-255,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,,,4700,40,,
172,SNU03-256,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,,,4780,40,,
173,SNU03-257,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,,,4670,80,,
174,SNU03-258,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,,,4800,80,,
175,SNU03-259,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,,,4610,40,,
176,SNU03-260,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,,,4340,50,,
177,SNU03-261,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,,,4310,80,,
178,SNU03-262,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,,,4540,50,,
179,SNU03-263,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,,,4510,50,,
180,SNU03-264,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,,,4480,60,,
181,SNU05-741,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,-33.12,,4530,50,,
182,SNU05-742,삼목도,Sammokdo,37.48943,126.475788,stone accumulation,charcoal,,-15.98,,3830,50,,
183,SNU05-743,삼목도,Sammokdo,37.48943,126.475788,stone accumulation,charcoal,,-30.98,,3840,50,,
184,SNU05-201,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,-25.99,,4620,40,,
185,SNU05-204,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,-27.37,,4770,60,,
186,SNU05-343,비봉리,Bibongri,35.41067,128.645405,strat,charcoal,,-27.36,,5330,40,FM IG BMI,T
187,SNU05-344,비봉리,Bibongri,35.41067,128.645405,pit,charcoal (annual),Quercus (acorn) shell,-25.47,,4340,40,,T
188,SNU05-345,비봉리,Bibongri,35.41067,128.645405,pit,charcoal,,-22.58,,4530,40,,T
189,SNU05-346,비봉리,Bibongri,35.41067,128.645405,pit,charcoal,,-20.85,,4680,50,,T
190,SNU05-347,비봉리,Bibongri,35.41067,128.645405,outdoor hearth,charcoal,,-17.15,,3600,50,,T
191,SNU06-A001,비봉리,Bibongri,35.41067,128.645405,strat,shell,,-15.21,,4550,120,,T
192,SNU06-A002,비봉리,Bibongri,35.41067,128.645405,pit,shell,,-11.86,,5420,150,,T
193,SNU06-201,비봉리,Bibongri,35.41067,128.645405,pit,charcoal,,-30.25,,4650,60,,T
194,SNU06-202,비봉리,Bibongri,35.41067,128.645405,outdoor hearth,charcoal,,-25.38,,3560,60,,T
195,SNU06-203,비봉리,Bibongri,35.41067,128.645405,strat,charcoal,,-29.96,,6270,60,,T
196,SNU06-204,비봉리,Bibongri,35.41067,128.645405,strat,charcoal (annual),Juglans shell (wild walnut),-29.86,,6550,50,,T
197,SNU06-205,비봉리,Bibongri,35.41067,128.645405,pit,wood,Wooden plank,-27.58,,4420,50,,T
198,SNU06-206,비봉리,Bibongri,35.41067,128.645405,pit,charcoal (annual),Juglans shell (wild walnut),-26.81,,4900,50,,T
199,SNU06-207,비봉리,Bibongri,35.41067,128.645405,outdoor hearth,charcoal,,-27.74,,3540,60,,T
200,SNU06-208,비봉리,Bibongri,35.41067,128.645405,strat,charcoal,,-27.82,,6670,60,,T
201,SNU06-209,비봉리,Bibongri,35.41067,128.645405,strat,wood,,-26.02,,5970,60,,T
202,SNU06-210,비봉리,Bibongri,35.41067,128.645405,strat,wood,,-25.62,,6390,60,,T
203,SNU06-306,비봉리,Bibongri,35.41067,128.645405,strat,wood,wooden dugout boat,-26.59,,6800,50,,T
204,SNU06-A006,여서도 패총,Yeoseodo,33.984959,126.922982,strat,shell,,-12.69,,5460,60,,
205,SNU06-A007,여서도 패총,Yeoseodo,33.984959,126.922982,strat,shell,,-12.1,,6050,60,,
206,SNU06-A008,여서도 패총,Yeoseodo,33.984959,126.922982,strat,shell,,-6.19,,5760,80,,
207,SNU06-A009,여서도 패총,Yeoseodo,33.984959,126.922982,strat,shell,,-13.93,,5610,80,,
208,SNU06-A010,여서도 패총,Yeoseodo,33.984959,126.922982,strat,shell,,-1.7,,5480,80,,
209,SNU06-A011,여서도 패총,Yeoseodo,33.984959,126.922982,strat,shell,,-16,,5650,60,,
210,SNU06-A012,여서도 패총,Yeoseodo,33.984959,126.922982,strat,shell,,4.81,,5630,80,,
211,SNU06-A013,여서도 패총,Yeoseodo,33.984959,126.922982,strat,shell,,-10.74,,5600,60,,
213,SNU06-1133,성내리,Seongnaeri,36.8789,127.007758,house,charcoal,,-23.38,,4640,50,,
215,SNU06-1135,성내리,Seongnaeri,36.8789,127.007758,house,charcoal,,,,4660,50,,
216,SNU06-1027,노대동,Nodaedong,35.10135,126.888119,pit,charcoal,,-25.89,,4130,50,,
217,SNU06-1028,노대동,Nodaedong,35.10135,126.888119,pit,charcoal,,-24.24,,4140,50,,
218,SNU06-913,방동리,Bangdongri,37.82827,128.878506,house,charcoal,,-25.34,,4790,60,,
219,SNU06-914,방동리,Bangdongri,37.82827,128.878506,house,charcoal,,-28.92,,4680,60,,
230,SNU06-173,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,house,charcoal,,-24.75,,3930,60,,
231,SNU06-176,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,house,charcoal,,-26.53,,3860,50,,
232,SNU06-177,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,house,charcoal,,-29.9,,4040,60,,
233,SNU06-178,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,house,charcoal,,-27.08,,4050,60,,
234,SNU06-179,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,house,charcoal,,-27.77,,3990,60,,
235,SNU06-180,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,house,charcoal,,-31.06,,4020,60,,
236,SNU06-181,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,house,charcoal,,,,2890,50,,
237,SNU06-182,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,house,charcoal,,-34.17,,2850,60,,
238,SNU06-183,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,outdoor hearth,charcoal,,-28.83,,2880,60,,
239,SNU06-184,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,outdoor hearth,charcoal,,-34.67,,3820,60,,
240,SNU06-185,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,outdoor hearth,charcoal,,-23.98,,3700,60,,
241,SNU06-186,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,outdoor hearth,charcoal,,-31.93,,3930,60,,
242,SNU06-187,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,outdoor hearth,charcoal,,-39.93,,3560,120,,
243,SNU06-188,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,outdoor hearth,charcoal,,-31.41,,4220,120,,
244,SNU06-189,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,outdoor hearth,charcoal,,-24.13,,4090,50,,
